gene	geneName	numCH	num2mut	totalVars	expectedCH	mgi_essential	gnomad_essential	adam_essential	hart2014_essential	hart2017_essential	hart2014_nonessential	gnomad_tolerant	gnomad_nonessential
ENSG00000156475	PPP2R2B	4	25	222	12.5	0	0	0	0	0	0	0	0
ENSG00000157107	FCHO2	0	0	52	0	0	1	0	0	0	0	0	0
ENSG00000157111	TMEM171	8	11	177	5.5	0	0	0	0	0	0	0	0
ENSG00000157510	AFAP1L1	16	29	403	14.5	0	0	0	0	0	0	0	0
ENSG00000158402	CDC25C	7	7	214	3.5	0	0	0	0	0	0	0	0
ENSG00000158458	NRG2	17	36	398	18	1	1	0	0	0	0	0	0
ENSG00000158497	HMHB1	0	0	22	0	0	0	0	0	0	0	0	0
ENSG00000158985	CDC42SE2	0	0	31	0	0	0	0	0	0	0	0	0
ENSG00000158987	RAPGEF6	13	41	672	20.5	0	0	0	0	0	0	0	0
ENSG00000160867	FGFR4	18	27	454	13.5	0	0	0	0	0	0	0	0
ENSG00000160883	HK3	68	218	594	110.25	0	0	0	0	0	0	1	0
ENSG00000161010	MRNIP	5	8	229	4	0	0	0	0	0	0	0	0
ENSG00000161011	SQSTM1	6	10	313	5	0	0	0	0	0	0	0	0
ENSG00000161013	MGAT4B	8	13	304	6.5	0	0	0	0	0	0	0	0
ENSG00000161021	MAML1	20	90	539	61.5	1	1	0	0	0	0	0	0
ENSG00000161055	SCGB3A1	0	0	39	0	0	0	0	0	0	0	1	0
ENSG00000164151	ICE1	85	270	1122	141.625	0	0	0	0	0	0	0	0
ENSG00000164171	ITGA2	0	0	18	0	0	0	0	0	0	0	0	0
ENSG00000164172	MOCS2	1	3	111	1.5	0	0	0	0	0	0	0	0
ENSG00000164175	SLC45A2	11	24	338	12	0	0	0	0	0	0	0	0
ENSG00000164176	EDIL3	0	0	44	0	0	0	0	0	0	0	0	0
ENSG00000164180	TMEM161B	2	3	187	1.5	0	0	0	0	0	0	0	0
ENSG00000164181	ELOVL7	3	3	123	1.5	0	0	0	0	0	0	0	0
ENSG00000164182	NDUFAF2	1	1	25	0.5	0	0	0	0	0	0	0	0
ENSG00000164185	ZNF474	1	115	238	85	0	0	0	0	0	0	0	0
ENSG00000164187	LMBRD2	3	5	239	2.5	0	0	0	0	0	0	0	0
ENSG00000164188	RANBP3L	2	2	158	1	0	0	0	0	0	0	1	0
ENSG00000164190	NIPBL	7	25	460	12.5	1	1	0	0	0	0	0	0
ENSG00000164197	RNF180	5	36	297	18	0	0	0	0	0	0	0	0
ENSG00000164199	ADGRV1	549	1555	2814	788.75	0	0	0	0	0	0	0	0
ENSG00000164209	SLC25A46	4	10	221	5	0	0	0	0	0	0	0	0
ENSG00000164211	STARD4	0	0	104	0	0	0	0	0	0	0	0	0
ENSG00000164219	PGGT1B	0	2	166	1	0	0	0	0	1	0	0	0
ENSG00000164220	F2RL2	1	8	165	4	0	0	0	0	0	0	0	0
ENSG00000164221	CCDC112	4	27	276	13.5	0	0	0	0	0	0	0	0
ENSG00000164236	ANKRD33B	1	84	343	42	0	0	0	0	0	0	0	0
ENSG00000164237	CMBL	2	3	125	1.5	0	0	0	0	0	0	0	0
ENSG00000164241	C5orf63	0	0	24	0	0	0	0	0	0	0	0	0
ENSG00000164244	PRRC1	5	8	271	4	0	0	0	0	0	0	0	0
ENSG00000164251	F2RL1	1	3	174	1.5	1	0	0	0	0	0	0	0
ENSG00000164252	AGGF1	6	15	372	7.75	0	0	0	0	0	0	0	0
ENSG00000164253	WDR41	2	3	221	1.5	0	0	0	0	0	0	0	0
ENSG00000164256	PRDM9	8	34	419	17	0	0	0	0	0	1	0	1
ENSG00000164258	NDUFS4	0	0	88	0	0	0	0	0	0	0	0	0
ENSG00000164265	SCGB3A2	0	0	50	0	0	0	0	0	0	0	1	0
ENSG00000164266	SPINK1	0	0	39	0	1	0	0	0	0	0	0	0
ENSG00000164270	HTR4	3	4	207	2	1	0	0	0	0	0	0	0
ENSG00000164283	ESM1	0	0	81	0	0	0	0	0	0	0	0	0
ENSG00000164284	GRPEL2	0	0	127	0	0	0	0	0	0	0	0	0
ENSG00000164287	CDC20B	4	34	218	17	0	0	0	0	0	0	0	0
ENSG00000164291	ARSK	9	11	258	5.5	0	0	0	0	0	0	0	0
ENSG00000164292	RHOBTB3	1	632	253	316	0	0	0	0	0	0	0	0
ENSG00000164294	GPX8	0	4	75	2	0	0	0	0	0	0	0	0
ENSG00000164296	TIGD6	7	32	279	16	0	0	0	0	0	0	1	0
ENSG00000164299	SPZ1	1	4	173	2	0	0	0	0	0	0	0	0
ENSG00000164300	SERINC5	0	9	227	4.5	0	0	0	0	0	0	0	0
ENSG00000164307	ERAP1	8	21	374	10.5	0	0	0	1	0	0	1	0
ENSG00000164308	ERAP2	17	67	456	34.5	0	0	0	0	0	0	1	0
ENSG00000164309	CMYA5	200	1343	1837	703.375	0	0	0	0	0	0	0	0
ENSG00000164318	EGFLAM	33	138	535	69	0	0	0	0	0	0	0	0
ENSG00000164325	TMEM174	1	7	138	3.5	0	0	0	0	0	1	0	1
ENSG00000164326	CARTPT	0	0	66	0	0	0	0	0	0	0	0	0
ENSG00000164327	RICTOR	17	25	572	12.5	1	1	0	0	0	0	0	0
ENSG00000164329	TENT2	0	0	223	0	0	0	0	0	0	0	0	0
ENSG00000164330	EBF1	0	1	153	0.5	0	1	0	0	0	0	0	0
ENSG00000164331	ANKRA2	1	13	131	9.125	0	0	0	0	0	0	0	0
ENSG00000164332	UBLCP1	0	6	125	3	0	0	0	0	0	0	0	0
ENSG00000164334	FAM170A	14	25	195	12.5	0	0	0	0	0	0	0	0
ENSG00000164338	UTP15	4	6	211	3	0	1	1	0	1	0	0	0
ENSG00000164346	NSA2	3	280	105	140.5	0	0	1	0	1	0	0	0
ENSG00000164347	GFM2	5	11	328	5.5	0	0	0	0	0	0	0	0
ENSG00000164362	TERT	2	8	506	4	0	0	0	0	0	0	0	0
ENSG00000164363	SLC6A18	12	95	379	70.25	0	0	0	0	0	1	1	1
ENSG00000164366	CCDC127	0	0	163	0	0	0	0	0	0	0	0	0
ENSG00000164398	ACSL6	2	2	226	1	0	0	0	0	0	0	0	0
ENSG00000164399	IL3	0	0	90	0	0	0	0	0	0	1	0	1
ENSG00000164400	CSF2	0	0	63	0	1	0	0	0	0	0	0	0
ENSG00000164402	SEPTIN8	4	15	257	7.5	0	0	0	0	0	0	0	0
ENSG00000164403	SHROOM1	18	73	508	37	0	0	0	0	0	0	0	0
ENSG00000164404	GDF9	1	1	248	0.5	0	0	0	0	0	0	0	0
ENSG00000164405	UQCRQ	0	0	46	0	0	0	0	0	0	0	0	0
ENSG00000164406	LEAP2	0	0	37	0	0	0	0	0	0	0	0	0
ENSG00000164438	TLX3	1	23	158	11.5	1	0	0	0	0	0	0	0
ENSG00000164463	CREBRF	3	8	227	4	0	1	0	0	0	0	0	0
ENSG00000164466	SFXN1	0	9	186	4.5	0	0	0	0	0	0	0	0
ENSG00000164509	IL31RA	7	7	338	3.5	0	0	0	0	0	0	0	0
ENSG00000164512	ANKRD55	21	90	329	45.5	0	0	0	0	0	0	0	0
ENSG00000164574	GALNT10	9	17	326	8.5	0	0	0	0	0	0	0	0
ENSG00000164576	SAP30L	0	0	93	0	0	0	0	0	0	0	0	0
ENSG00000164587	RPS14	0	1	41	0.5	0	0	1	1	0	0	0	0
ENSG00000164588	HCN1	6	8	376	4	0	1	0	0	0	0	0	0
ENSG00000164591	MYOZ3	0	2	141	1	0	0	0	0	0	0	0	0
ENSG00000164609	SLU7	4	5	238	2.5	0	0	1	0	1	0	0	0
ENSG00000164611	PTTG1	0	4	82	2	0	0	0	0	0	0	0	0
ENSG00000164615	CAMLG	0	1	151	0.5	1	0	0	0	0	0	0	0
ENSG00000164620	RELL2	4	4	154	2	0	0	0	0	0	0	0	0
ENSG00000164902	PHAX	3	35	191	17.5	0	0	1	0	0	0	0	0
ENSG00000164904	ALDH7A1	7	9	278	4.5	0	0	0	0	0	0	0	0
ENSG00000165671	NSD1	48	218	955	109.75	1	1	0	0	0	0	0	0
ENSG00000165810	BTNL9	7	19	360	9.5	0	0	0	0	0	0	1	0
ENSG00000168246	UBTD2	1	2	124	1	0	0	0	0	0	0	0	0
ENSG00000168269	FOXI1	3	21	204	10.5	1	0	0	0	0	0	0	0
ENSG00000168621	GDNF	0	0	112	0	1	0	0	0	0	0	0	0
ENSG00000168671	UGT3A2	8	24	278	12	0	0	0	0	0	0	0	0
ENSG00000168685	IL7R	10	12	240	6	0	0	0	0	0	0	0	0
ENSG00000168724	DNAJC21	11	15	296	7.5	0	0	0	0	0	0	0	0
ENSG00000168903	BTNL3	0	0	75	0	0	0	0	0	0	0	1	0
ENSG00000168916	ZNF608	19	46	732	23	0	1	0	0	0	0	0	0
ENSG00000168938	PPIC	1	1	88	0.5	0	0	0	0	0	0	1	0
ENSG00000168944	CEP120	11	45	505	22.5	0	0	0	0	0	0	0	0
ENSG00000169045	HNRNPH1	0	2	129	1	0	1	1	0	0	0	0	0
ENSG00000169067	ACTBL2	2	2	229	1	0	0	0	0	0	0	0	0
ENSG00000169131	ZNF354A	5	8	281	4	0	0	0	0	0	0	0	0
ENSG00000169194	IL13	2	2	84	1	0	0	0	0	0	1	0	1
ENSG00000169220	RGS14	1	31	304	15.5	1	0	0	0	0	0	0	0
ENSG00000169223	LMAN2	6	12	249	6	0	0	0	0	0	0	0	0
ENSG00000169228	RAB24	1	1	89	0.5	0	0	0	0	0	0	0	0
ENSG00000169230	PRELID1	1	3	101	1.5	0	0	1	0	1	0	0	0
ENSG00000169247	SH3TC2	39	48	660	24.25	0	0	0	0	0	0	0	0
ENSG00000169252	ADRB2	2	2	176	1	0	0	0	0	0	0	0	0
ENSG00000169258	GPRIN1	41	148	629	74.25	0	0	0	0	0	0	0	0
ENSG00000169271	HSPB3	1	1	74	0.5	0	0	0	0	0	0	0	0
ENSG00000169302	STK32A	4	4	160	2	0	0	0	0	0	0	0	0
ENSG00000169567	HINT1	0	0	67	0	0	0	0	0	0	0	0	0
ENSG00000169570	DTWD2	4	4	223	2	0	0	0	0	0	0	0	0
ENSG00000169777	TAS2R1	0	0	159	0	0	0	0	0	0	1	0	1
ENSG00000169862	CTNND2	1	1	91	0.5	0	1	0	0	0	0	0	0
ENSG00000170074	FAM153A	3	39	89	23.75	0	0	0	0	0	0	0	0
ENSG00000170085	SIMC1	30	81	461	41.25	0	0	0	0	0	0	0	0
ENSG00000170091	NSG2	1	13	89	6.5	0	0	0	0	0	0	0	0
ENSG00000170214	ADRA1B	4	12	351	6	0	0	0	0	0	0	0	0
ENSG00000170231	FABP6	0	0	104	0	0	0	0	0	0	0	0	0
ENSG00000170234	PWWP2A	5	13	394	6.5	0	0	0	0	0	0	0	0
ENSG00000170271	FAXDC2	2	3	171	1.5	0	0	0	0	0	0	0	0
ENSG00000170445	HARS1	3	4	208	2	0	0	1	0	0	0	0	0
ENSG00000170458	CD14	0	5	201	3	0	0	0	0	0	0	0	0
ENSG00000170464	DNAJC18	3	3	158	1.5	0	0	0	0	0	0	0	0
ENSG00000170469	SPATA24	0	0	111	0	0	0	0	0	0	0	0	0
ENSG00000170476	MZB1	2	24	114	12	0	0	0	0	0	0	0	0
ENSG00000170482	SLC23A1	2	3	281	1.5	0	0	0	0	0	0	0	0
ENSG00000170549	IRX1	6	38	339	19	0	0	0	0	0	0	0	0
ENSG00000170561	IRX2	8	57	367	28.5	0	0	0	0	0	0	0	0
ENSG00000170571	EMB	2	2	177	1	0	0	0	0	0	0	0	0
ENSG00000170584	NUDCD2	0	0	87	0	0	0	0	0	0	0	0	0
ENSG00000170606	HSPA4	8	9	374	4.5	0	1	0	0	0	0	0	0
ENSG00000170613	FAM71B	11	15	354	7.5	0	0	0	0	0	1	0	1
ENSG00000170624	SGCD	3	4	156	2	0	0	0	0	0	0	0	0
ENSG00000171368	TPPP	5	5	161	2.5	0	0	0	0	0	0	0	0
ENSG00000171421	MRPL36	0	0	87	0	0	0	0	0	0	0	0	0
ENSG00000171444	MCC	27	81	772	43	0	0	0	0	0	0	0	0
ENSG00000171495	MROH2B	0	0	36	0	0	0	0	0	0	0	1	0
ENSG00000171522	PTGER4	3	3	220	1.5	1	0	0	0	0	0	0	0
ENSG00000171530	TBCA	0	0	73	0	0	0	0	0	0	0	0	0
ENSG00000171540	OTP	0	6	179	3	1	0	0	0	0	1	0	1
ENSG00000171604	CXXC5	0	0	163	0	0	0	0	0	0	0	0	0
ENSG00000171617	ENC1	1	4	234	2	0	0	0	0	0	0	0	0
ENSG00000171643	S100Z	0	0	50	0	0	0	0	0	0	0	0	0
ENSG00000171720	HDAC3	1	2	125	1	1	0	1	0	1	0	0	0
ENSG00000171815	PCDHB1	11	15	363	7.5	0	0	0	0	0	0	0	0
ENSG00000171992	SYNPO	12	43	489	21.5	0	0	0	0	0	0	0	0
ENSG00000172062	SMN1	0	0	9	0	1	0	0	0	0	0	0	0
ENSG00000172239	PAIP1	3	7	240	3.5	0	1	0	0	0	0	0	0
ENSG00000172244	C5orf34	7	19	279	9.5	0	0	0	0	0	0	0	0
ENSG00000172262	ZNF131	1	1	226	0.5	0	1	1	0	1	0	0	0
ENSG00000172497	ACOT12	14	18	307	9	0	0	0	0	0	0	0	0
ENSG00000172548	NIPAL4	4	11	242	5.5	0	0	0	0	0	0	0	0
ENSG00000172568	FNDC9	5	12	136	6	0	0	0	0	0	1	0	1
ENSG00000172795	DCP2	0	0	68	0	0	0	0	0	0	0	0	0
ENSG00000172869	DMXL1	73	254	1554	128.375	0	1	0	0	0	0	0	0
ENSG00000172901	LVRN	1	8	318	4	0	0	0	0	0	0	0	0
ENSG00000173210	ABLIM3	15	46	278	23	0	0	0	0	0	0	0	0
ENSG00000173221	GLRX	0	1	39	0.5	0	0	0	0	0	0	0	0
ENSG00000173250	GPR151	2	5	237	2.5	0	0	0	0	0	1	0	1
ENSG00000173261	PLAC8L1	0	25	87	12.5	0	0	0	0	0	0	0	0
ENSG00000173545	ZNF622	0	6	225	3	0	0	0	0	0	0	0	0
ENSG00000173926	MARCHF3	1	3	120	1.5	0	0	0	0	0	0	0	0
ENSG00000173930	SLCO4C1	9	43	356	21.5	0	0	0	0	0	0	0	0
ENSG00000174132	FAM174A	0	0	93	0	0	0	0	0	0	0	0	0
ENSG00000174136	RGMB	0	12	195	6	1	0	0	0	0	0	0	0
ENSG00000174339	OR2Y1	4	58	197	29	0	0	0	0	0	0	0	0
ENSG00000174358	SLC6A19	11	12	401	6	0	0	0	0	0	0	0	0
ENSG00000174695	TMEM167A	0	0	35	0	0	0	0	0	0	0	0	0
ENSG00000174705	SH3PXD2B	20	108	501	55.75	1	0	0	0	0	0	0	0
ENSG00000175309	PHYKPL	3	45	322	22.5	0	0	0	0	0	0	0	0
ENSG00000175325	PROP1	0	0	114	0	1	0	0	0	0	1	0	1
ENSG00000175414	ARL10	5	5	126	2.5	0	0	0	0	0	0	0	0
ENSG00000175416	CLTB	0	1	130	0.5	0	0	0	0	0	0	0	0
ENSG00000175426	PCSK1	4	6	350	3	1	0	0	0	0	0	0	0
ENSG00000175449	RFESD	1	3	81	1.5	0	0	0	0	0	0	1	0
ENSG00000175471	MCTP1	6	6	291	3	0	0	0	0	0	0	0	0
ENSG00000175745	NR2F1	0	0	138	0	1	1	0	0	0	0	0	0
ENSG00000175766	EIF4E1B	3	6	139	3	0	0	0	0	0	0	0	0
ENSG00000175857	GAPT	0	0	93	0	0	0	0	0	0	0	0	0
ENSG00000176018	LYSMD3	0	0	144	0	0	0	0	0	0	0	0	0
ENSG00000176049	JAKMIP2	5	7	265	3.5	0	1	0	0	0	0	0	0
ENSG00000176055	MBLAC2	2	14	147	7	0	0	0	0	0	0	0	0
ENSG00000176087	SLC35A4	0	10	198	5	0	0	0	0	0	0	0	0
ENSG00000176783	RUFY1	12	16	431	8	0	0	0	0	0	0	0	0
ENSG00000176788	BASP1	5	13	168	6.5	1	0	0	0	0	0	0	0
ENSG00000176928	GCNT4	0	13	209	6.5	0	0	0	0	0	0	0	0
ENSG00000177034	MTX3	0	1	167	0.5	0	0	0	0	0	0	0	0
ENSG00000177058	SLC38A9	5	8	252	4	0	0	0	0	0	0	0	0
ENSG00000177453	NIM1K	3	6	249	3	0	0	0	0	0	0	0	0
ENSG00000177556	ATOX1	0	0	31	0	1	0	0	0	0	0	0	0
ENSG00000177721	ANXA2R	0	0	106	0	0	0	0	0	0	0	0	0
ENSG00000177733	HNRNPA0	1	3	147	1.5	0	0	0	0	0	0	0	0
ENSG00000177839	PCDHB9	28	233	610	116.75	0	0	0	0	0	0	0	0
ENSG00000177879	AP3S1	0	0	53	0	0	0	0	0	0	0	0	0
ENSG00000177932	ZNF354C	3	48	295	32.25	0	0	0	0	0	0	0	0
ENSG00000178015	GPR150	0	19	304	9.5	0	0	0	0	0	0	0	0
ENSG00000178172	SPINK6	0	0	29	0	0	0	0	0	0	0	0	0
ENSG00000178175	ZNF366	10	126	446	63	0	0	0	0	0	0	0	0
ENSG00000178187	ZNF454	1	2	198	1	0	0	0	0	0	0	0	0
ENSG00000178338	ZNF354B	6	86	296	43.25	0	0	0	0	0	0	0	0
ENSG00000178394	HTR1A	0	0	218	0	0	0	0	0	0	1	0	1
ENSG00000178776	C5orf46	0	4	46	2	0	0	0	0	0	0	0	0
ENSG00000178913	TAF7	0	0	155	0	0	0	1	0	0	0	0	0
ENSG00000178996	SNX18	6	100	382	50	0	0	0	0	0	0	0	0
ENSG00000180104	EXOC3	11	20	358	11.5	0	0	0	0	0	0	0	0
ENSG00000181104	F2R	5	6	183	3	1	0	0	0	0	0	0	0
ENSG00000181163	NPM1	0	0	107	0	1	1	0	0	0	0	0	0
ENSG00000181751	MACIR	1	3	103	1.5	0	0	0	0	0	0	0	0
ENSG00000181867	FTMT	2	33	176	16.5	0	0	0	0	0	0	0	0
ENSG00000181904	C5orf24	0	1	69	0.5	0	0	0	0	0	0	0	0
ENSG00000181965	NEUROG1	0	42	186	21	1	0	0	0	0	1	0	1
ENSG00000182132	KCNIP1	2	2	110	1	0	0	0	0	0	0	0	0
ENSG00000182230	FAM153B	2	2	74	1	0	0	0	0	0	0	0	0
ENSG00000182578	CSF1R	26	53	467	26.5	1	0	0	0	0	0	0	0
ENSG00000182613	OR2V2	2	43	184	21.75	0	0	0	0	0	0	0	0
ENSG00000182631	RXFP3	4	88	258	44	0	0	0	0	0	1	0	1
ENSG00000182700	IGIP	0	0	37	0	0	0	0	0	0	0	0	0
ENSG00000182836	PLCXD3	0	0	173	0	0	0	0	0	0	0	0	0
ENSG00000183072	NKX2-5	3	3	181	1.5	1	0	0	0	0	0	0	0
ENSG00000183111	ARHGEF37	6	73	333	36.5	0	0	0	0	0	0	1	0
ENSG00000183258	DDX41	3	5	304	2.5	0	0	1	0	1	0	0	0
ENSG00000183323	CCDC125	7	24	216	12	0	0	0	0	0	0	1	0
ENSG00000183474	GTF2H2C	0	0	42	0	0	0	0	0	1	0	0	0
ENSG00000183580	FBXL7	6	9	257	4.5	0	0	0	0	0	0	0	0
ENSG00000183654	MARCHF11	7	11	242	5.5	0	0	0	0	0	0	0	0
ENSG00000183718	TRIM52	1	2	156	1	0	0	0	0	0	0	1	0
ENSG00000183775	KCTD16	0	0	202	0	0	1	0	0	0	0	0	0
ENSG00000183876	ARSI	10	27	348	13.75	0	0	0	0	0	0	0	0
ENSG00000184347	SLIT3	14	84	617	42	0	0	0	0	0	0	0	0
ENSG00000184349	EFNA5	0	0	114	0	1	0	0	0	0	0	0	0
ENSG00000184584	STING1	2	101	193	50.75	0	0	0	0	0	0	0	0
ENSG00000184838	PRR16	2	2	165	1	0	0	0	0	0	0	0	0
ENSG00000184840	TMED9	3	3	126	1.5	0	0	0	0	0	0	0	0
ENSG00000184845	DRD1	0	53	174	26.5	1	0	0	0	0	0	0	0
ENSG00000185028	LRRC14B	19	40	334	20	0	0	0	0	0	0	1	0
ENSG00000185056	C5orf47	1	1	110	0.5	0	0	0	0	0	0	0	0
ENSG00000185129	PURA	0	0	118	0	0	0	0	0	0	0	0	0
ENSG00000185261	KIAA0825	0	0	145	0	0	0	0	0	0	0	0	0
ENSG00000185305	ARL15	0	1	26	0.5	0	0	0	0	0	0	0	0
ENSG00000185372	OR2V1	0	0	141	0	0	0	0	0	0	0	0	0
ENSG00000185662	SMIM23	1	2	93	1	0	0	0	0	0	0	0	0
ENSG00000186105	LRRC70	4	5	293	2.5	0	0	0	0	0	0	0	0
ENSG00000186314	PRELID2	0	0	80	0	0	0	0	0	0	0	0	0
ENSG00000186334	SLC36A3	7	304	241	152.5	0	0	0	0	0	1	0	1
ENSG00000186335	SLC36A2	8	12	264	6	0	0	0	0	0	0	1	0
ENSG00000186367	MINAR2	1	10	104	5	0	0	0	0	0	0	0	0
ENSG00000186468	RPS23	0	0	37	0	0	0	1	0	1	0	0	0
ENSG00000186479	RGS7BP	0	0	126	0	0	0	0	0	0	0	0	0
ENSG00000186493	C5orf38	0	13	88	6.5	0	0	0	0	0	0	0	0
ENSG00000186687	LYRM7	0	0	50	0	0	0	0	0	0	0	0	0
ENSG00000186952	TMEM232	4	85	372	42.5	0	0	0	0	0	0	0	0
ENSG00000187372	PCDHB13	34	335	592	168.25	0	0	0	0	0	0	0	0
ENSG00000187658	C5orf52	0	6	91	3	0	0	0	0	0	0	0	0
ENSG00000187678	SPRY4	2	7	199	3.5	1	0	0	0	0	0	0	0
ENSG00000188725	SMIM15	0	0	35	0	0	0	0	0	0	0	0	0
ENSG00000188818	ZDHHC11	12	21	254	10.75	0	0	0	0	0	0	0	0
ENSG00000189045	ANKDD1B	1	14	266	7	0	0	0	0	0	0	1	0
ENSG00000189127	ANKRD34B	4	7	259	3.5	0	0	0	0	0	0	0	0
ENSG00000196570	PFN3	1	1	106	0.5	0	0	0	0	0	0	0	0
ENSG00000196670	ZFP62	14	27	444	13.5	0	0	0	0	0	0	0	0
ENSG00000196743	GM2A	2	3	109	1.5	0	0	0	0	0	0	0	0
ENSG00000196800	SPINK14	0	0	26	0	0	0	0	0	0	1	0	1
ENSG00000196900	TEX43	0	0	66	0	0	0	0	0	0	0	0	0
ENSG00000196923	PDLIM7	12	15	274	7.5	0	0	0	0	0	0	0	0
ENSG00000197043	ANXA6	22	43	403	21.75	0	0	0	0	0	0	0	0
ENSG00000197208	SLC22A4	4	23	256	12.25	0	0	0	0	0	0	0	0
ENSG00000197226	TBC1D9B	33	79	630	39.5	0	0	0	0	0	0	0	0
ENSG00000197375	SLC22A5	11	93	333	54.75	1	0	0	0	0	0	0	0
ENSG00000197451	HNRNPAB	1	6	221	3	0	0	0	0	0	0	0	0
ENSG00000197479	PCDHB11	29	151	591	75.75	0	0	0	0	0	0	0	0
ENSG00000197603	CPLANE1	84	234	1367	118	0	0	0	0	0	0	0	0
ENSG00000197822	OCLN	2	12	181	6	0	0	0	0	0	0	1	0
ENSG00000197860	SGTB	0	0	133	0	0	0	0	0	0	0	0	0
ENSG00000197948	FCHSD1	20	59	385	29.5	0	0	0	0	0	0	1	0
ENSG00000198055	GRK6	6	8	300	4	0	0	0	0	0	0	0	0
ENSG00000198108	CHSY3	4	6	195	3	0	0	0	0	0	0	0	0
ENSG00000198624	CCDC69	5	5	175	2.5	0	0	0	0	0	0	0	0
ENSG00000198677	TTC37	23	25	703	12.5	0	0	0	0	0	0	0	0
ENSG00000198780	FAM169A	5	5	270	2.5	0	1	0	0	0	0	0	0
ENSG00000198865	CCDC152	1	1	102	0.5	0	0	0	0	0	0	0	0
ENSG00000198939	ZFP2	0	0	4	0	0	0	0	0	0	0	0	0
ENSG00000198944	SOWAHA	5	16	408	8	0	0	0	0	0	0	0	0
ENSG00000198961	PJA2	3	10	325	5	0	0	0	0	0	0	0	0
ENSG00000204628	RACK1	0	0	62	0	0	0	1	0	1	0	0	0
ENSG00000204659	CBY3	5	9	198	5.25	0	0	0	0	0	0	0	0
ENSG00000204764	RANBP17	14	28	281	14	0	0	0	0	0	0	0	0
ENSG00000204767	INSYN2B	1	5	263	2.5	0	0	0	0	0	0	0	0
ENSG00000204909	SPINK9	0	0	40	0	0	0	0	0	0	0	0	0
ENSG00000204928	GRXCR2	6	21	130	10.5	0	0	0	0	0	0	0	0
ENSG00000204956	PCDHGA1	20	44	537	22.25	0	0	0	0	0	0	0	0
ENSG00000204961	PCDHA9	10	344	404	172.25	0	0	0	0	0	0	0	0
ENSG00000204962	PCDHA8	13	33	560	17	0	0	0	0	0	0	0	0
ENSG00000204963	PCDHA7	18	187	529	93.5	0	0	0	0	0	0	0	0
ENSG00000204965	PCDHA5	12	31	514	15.5	0	0	0	0	0	0	0	0
ENSG00000204967	PCDHA4	6	60	504	30	0	0	0	0	0	0	0	0
ENSG00000204969	PCDHA2	23	70	507	35	0	0	0	0	0	0	0	0
ENSG00000204970	PCDHA1	13	22	484	11	0	0	0	0	0	0	0	0
ENSG00000205089	CCNI2	1	25	171	12.5	0	0	0	0	0	0	1	0
ENSG00000205279	CTXN3	0	0	45	0	0	0	0	0	0	0	0	0
ENSG00000205302	SNX2	0	2	231	1	0	0	0	0	0	0	0	0
ENSG00000205359	SLCO6A1	10	54	353	27.25	0	0	0	0	0	1	0	1
ENSG00000205464	ATP6AP1L	0	0	122	0	0	0	0	0	0	0	1	0
ENSG00000205571	SMN2	0	0	6	0	0	0	0	0	0	0	0	0
ENSG00000205765	C5orf51	0	0	135	0	0	0	0	0	0	0	0	0
ENSG00000205838	TTC23L	1	4	158	2	0	0	0	0	0	0	0	0
ENSG00000206077	ZDHHC11B	3	16	173	8	0	0	0	0	0	0	1	0
ENSG00000211445	GPX3	2	42	124	31	0	0	0	0	0	0	0	0
ENSG00000212122	TSSK1B	6	24	252	12.25	0	0	0	0	0	1	0	1
ENSG00000213316	LTC4S	2	2	98	1	0	0	0	0	0	0	1	0
ENSG00000213347	MXD3	1	2	128	1	0	0	0	0	0	0	0	0
ENSG00000213523	SRA1	2	4	153	2	0	0	0	0	0	0	0	0
ENSG00000213585	VDAC1	0	0	100	0	1	0	0	0	0	0	0	0
ENSG00000213949	ITGA1	11	13	549	6.5	0	0	0	0	0	0	0	0
ENSG00000214357	NEURL1B	3	9	338	4.5	0	0	0	0	0	0	0	0
ENSG00000214360	EFCAB9	0	46	101	23.25	0	0	0	0	0	0	0	0
ENSG00000214510	SPINK13	0	0	55	0	0	0	0	0	0	0	0	0
ENSG00000214944	ARHGEF28	59	115	897	58.25	0	0	0	0	0	0	1	0
ENSG00000215217	C5orf49	1	1	91	0.5	0	0	0	0	0	0	1	0
ENSG00000215218	UBE2QL1	0	0	46	0	0	0	0	0	0	0	0	0
ENSG00000217128	FNIP1	18	26	522	13	0	1	0	0	0	0	0	0
ENSG00000221886	ZBED8	9	11	298	5.5	0	0	0	0	0	0	0	0
ENSG00000226650	KIF4B	25	73	615	36.5	0	0	0	0	0	0	0	0
ENSG00000228672	PROB1	32	322	663	164.625	0	0	0	0	0	0	0	0
ENSG00000228716	DHFR	0	0	65	0	0	0	0	0	0	0	0	0
ENSG00000231989	PPP1R2B	0	0	117	0	0	0	0	0	0	0	0	0
ENSG00000234284	ZNF879	2	20	258	10	0	0	0	0	0	0	0	0
ENSG00000234511	C5orf58	0	0	50	0	0	0	0	0	0	0	0	0
ENSG00000234602	MCIDAS	2	2	208	1	0	0	0	0	0	0	0	0
ENSG00000237190	CDKN2AIPNL	0	0	59	0	0	0	0	0	0	0	0	0
ENSG00000237693	IRGM	1	1	111	0.5	0	0	0	0	0	0	0	0
ENSG00000239389	PCDHA13	7	129	468	64.5	0	0	0	0	0	0	0	0
ENSG00000240184	PCDHGC3	11	19	451	9.5	0	0	0	0	0	0	0	0
ENSG00000240764	PCDHGC5	12	29	481	14.5	0	0	0	0	0	0	0	0
