gene	geneName	numCH	num2mut	totalVars	expectedCH	mgi_essential	gnomad_essential	adam_essential	hart2014_essential	hart2017_essential	hart2014_nonessential	gnomad_tolerant	gnomad_nonessential
ENSG00000074047	GLI2	48	162	963	84.3125	1	0	0	0	0	0	0	0
ENSG00000074054	CLASP1	17	24	573	12	0	1	0	0	0	0	0	0
ENSG00000074582	BCS1L	0	0	194	0	0	0	0	0	0	0	0	0
ENSG00000075292	ZNF638	46	132	1007	66.25	0	1	0	0	0	0	0	0
ENSG00000075340	ADD2	12	17	369	8.5	0	0	0	0	0	0	0	0
ENSG00000075426	FOSL2	1	1	155	0.5	1	1	0	0	0	0	0	0
ENSG00000075568	TMEM131	41	69	911	34.5	0	1	0	0	0	0	0	0
ENSG00000075884	ARHGAP15	5	5	240	2.5	0	0	0	0	0	0	0	0
ENSG00000075886	TUBA3D	2	6	213	3	0	0	0	0	0	0	0	0
ENSG00000076003	MCM6	5	31	378	15.5	1	0	1	0	0	0	0	0
ENSG00000077044	DGKD	14	27	679	13.75	1	0	0	0	0	0	0	0
ENSG00000077232	DNAJC10	6	12	416	6	0	0	0	0	0	0	0	0
ENSG00000077380	DYNC1I2	3	9	251	4.5	0	0	1	1	1	0	0	0
ENSG00000078018	MAP2	23	89	886	45	0	1	0	0	0	0	0	0
ENSG00000078098	FAP	15	15	346	7.5	0	0	0	0	0	0	0	0
ENSG00000079150	FKBP7	1	1	28	0.5	0	0	0	0	0	0	0	0
ENSG00000079156	OSBPL6	4	5	100	2.5	0	1	0	0	0	0	0	0
ENSG00000079246	XRCC5	2	3	257	1.5	1	1	1	0	0	0	0	0
ENSG00000079263	SP140	12	15	406	7.5	0	0	0	0	0	0	0	0
ENSG00000079308	TNS1	50	191	957	96.75	0	0	0	0	0	0	0	0
ENSG00000079785	DDX1	1	2	274	1	0	0	0	0	0	0	0	0
ENSG00000080293	SCTR	2	8	247	4	0	0	0	0	0	0	1	0
ENSG00000080345	RIF1	61	134	933	67.25	1	1	0	0	0	0	0	0
ENSG00000081052	COL4A4	18	57	835	28.5	0	0	0	0	0	0	0	0
ENSG00000081320	STK17B	0	0	146	0	0	0	0	0	0	0	0	0
ENSG00000081479	LRP2	385	1382	2288	731.625	1	1	0	0	0	0	0	0
ENSG00000082126	MPP4	8	9	305	4.5	0	0	0	0	0	0	0	0
ENSG00000082146	STRADB	1	14	162	7	0	0	0	0	0	0	0	0
ENSG00000082153	BZW1	1	1	105	0.5	0	0	0	0	0	0	0	0
ENSG00000082258	CCNT2	2	11	327	5.75	1	0	0	0	0	0	0	0
ENSG00000082438	COBLL1	18	129	526	64.5	0	0	0	0	0	0	0	0
ENSG00000082898	XPO1	1	11	231	5.5	0	1	1	1	1	0	0	0
ENSG00000084090	STARD7	3	20	246	10	0	0	0	0	0	0	0	0
ENSG00000084674	APOB	283	581	2296	297.8125	1	0	0	0	0	0	0	0
ENSG00000084676	NCOA1	16	106	550	54	0	1	0	0	0	0	0	0
ENSG00000084693	AGBL5	21	77	488	38.75	0	0	0	0	0	0	0	0
ENSG00000084710	EFR3B	7	9	366	4.5	0	0	0	0	0	0	0	0
ENSG00000084731	KIF3C	4	57	362	28.5	0	0	0	0	0	0	0	0
ENSG00000084733	RAB10	0	2	45	1	0	0	0	0	0	0	0	0
ENSG00000084734	GCKR	18	23	322	11.5	0	0	0	0	0	0	0	0
ENSG00000084754	HADHA	11	12	295	6	1	0	0	0	0	0	0	0
ENSG00000084764	MAPRE3	0	0	96	0	0	0	0	0	0	0	0	0
ENSG00000084774	CAD	38	184	1043	93	0	1	0	0	0	0	0	0
ENSG00000085449	WDFY1	4	5	228	2.5	0	0	0	0	0	0	0	0
ENSG00000085760	MTIF2	11	11	415	5.5	0	0	0	0	0	0	0	0
ENSG00000085978	ATG16L1	2	15	235	7.5	1	0	0	0	0	0	0	0
ENSG00000085982	USP40	30	32	579	16	0	0	0	0	0	0	0	0
ENSG00000087338	GMCL1	2	46	216	23.25	0	0	0	0	0	0	0	0
ENSG00000088179	PTPN4	2	2	316	1	0	0	0	0	0	0	0	0
ENSG00000088205	DDX18	7	9	326	4.5	0	0	1	1	1	0	0	0
ENSG00000091106	NLRC4	3	42	458	21	0	0	0	0	0	0	1	0
ENSG00000091409	ITGA6	16	21	436	10.5	1	0	0	0	0	0	0	0
ENSG00000091428	RAPGEF4	8	12	220	6	0	0	0	0	0	0	0	0
ENSG00000091436	MAP3K20	8	8	335	4	0	0	0	0	0	0	0	0
ENSG00000095002	MSH2	30	91	654	45.75	0	0	0	0	0	0	0	0
ENSG00000114923	SLC4A3	15	36	631	20	0	0	0	0	0	0	0	0
ENSG00000114933	INO80D	6	17	458	8.5	0	1	0	0	0	0	0	0
ENSG00000114942	EEF1B2	1	1	116	0.5	0	0	0	0	0	0	0	0
ENSG00000114948	ADAM23	6	53	392	26.5	0	0	0	0	0	0	0	0
ENSG00000114956	DGUOK	1	1	166	0.5	0	0	0	0	0	0	0	0
ENSG00000114978	MOB1A	0	0	73	0	0	0	0	0	0	0	0	0
ENSG00000114982	KANSL3	3	8	381	4	0	1	1	0	1	0	0	0
ENSG00000114988	LMAN2L	0	2	186	1	0	0	0	0	0	0	0	0
ENSG00000114993	RTKN	7	23	309	11.5	0	0	0	0	0	0	0	0
ENSG00000114999	TTL	1	1	159	0.5	1	0	0	0	0	0	0	0
ENSG00000115008	IL1A	0	0	135	0	0	0	0	0	0	0	0	0
ENSG00000115009	CCL20	0	0	40	0	0	0	0	0	0	0	0	0
ENSG00000115020	PIKFYVE	50	78	952	39	1	0	0	0	0	0	0	0
ENSG00000115041	KCNIP3	0	1	138	0.5	0	0	0	0	0	0	0	0
ENSG00000115042	FAHD2A	5	89	158	44.5	0	0	0	0	0	0	0	0
ENSG00000115053	NCL	0	28	455	14	0	1	1	0	0	0	0	0
ENSG00000115073	ACTR1B	1	3	226	1.5	0	0	0	0	0	0	0	0
ENSG00000115084	SLC35F5	2	2	214	1	0	0	0	0	0	0	0	0
ENSG00000115085	ZAP70	4	23	317	11.5	0	0	0	0	0	0	0	0
ENSG00000115091	ACTR3	0	0	124	0	1	1	0	0	0	0	0	0
ENSG00000115107	STEAP3	17	26	308	13	0	0	0	0	0	0	1	0
ENSG00000115109	EPB41L5	18	119	358	59.75	1	0	0	0	0	0	0	0
ENSG00000115112	TFCP2L1	3	5	222	2.5	1	1	0	0	0	0	0	0
ENSG00000115128	SF3B6	0	0	26	0	0	0	0	0	0	0	0	0
ENSG00000115129	TP53I3	0	0	170	0	0	0	0	0	0	0	0	0
ENSG00000115137	DNAJC27	0	3	158	1.5	0	0	0	0	0	0	0	0
ENSG00000115138	POMC	2	11	221	5.5	1	0	0	0	0	0	1	0
ENSG00000115145	STAM2	1	11	235	5.5	0	0	0	0	0	0	0	0
ENSG00000115155	OTOF	96	216	1045	108.25	0	0	0	0	0	0	0	0
ENSG00000115159	GPD2	8	18	304	9	1	0	0	0	0	0	0	0
ENSG00000115163	CENPA	0	0	51	0	1	0	1	0	1	0	0	0
ENSG00000115165	CYTIP	0	1	178	0.5	0	0	0	0	0	0	0	0
ENSG00000115170	ACVR1	1	1	218	0.5	1	0	0	0	0	0	0	0
ENSG00000115183	TANC1	63	88	878	44.25	0	0	0	0	0	0	0	0
ENSG00000115194	SLC30A3	1	1	185	0.5	0	0	0	0	0	0	0	0
ENSG00000115204	MPV17	0	10	75	5	0	0	0	0	0	0	0	0
ENSG00000115207	GTF3C2	1	1	378	0.5	0	0	1	0	1	0	0	0
ENSG00000115211	EIF2B4	4	41	291	20.5	0	0	1	1	0	0	0	0
ENSG00000115216	NRBP1	0	0	151	0	0	1	1	0	0	0	0	0
ENSG00000115221	ITGB6	10	10	424	5	0	0	0	0	0	0	0	0
ENSG00000115226	FNDC4	0	0	120	0	0	0	0	0	0	0	0	0
ENSG00000115232	ITGA4	7	16	446	8	1	0	0	0	0	0	0	0
ENSG00000115233	PSMD14	0	0	66	0	0	0	1	0	1	0	0	0
ENSG00000115234	SNX17	0	10	248	5	0	0	0	0	0	0	0	0
ENSG00000115239	ASB3	7	38	330	19.25	0	0	0	0	0	0	0	0
ENSG00000115241	PPM1G	1	1	186	0.5	1	0	0	0	0	0	0	0
ENSG00000115252	PDE1A	3	3	248	1.5	0	0	0	0	0	0	1	0
ENSG00000115263	GCG	2	8	91	4	0	0	0	0	0	1	0	1
ENSG00000115267	IFIH1	28	82	548	41	0	0	0	0	0	0	1	0
ENSG00000115271	GCA	0	0	95	0	0	0	0	0	0	0	1	0
ENSG00000115274	INO80B	0	18	212	9	0	0	0	0	0	0	0	0
ENSG00000115275	MOGS	14	14	461	7	0	0	0	0	0	0	0	0
ENSG00000115282	TTC31	12	52	281	26.25	0	0	0	0	0	0	0	0
ENSG00000115289	PCGF1	0	0	98	0	0	1	0	0	0	0	0	0
ENSG00000115290	GRB14	7	8	275	4	0	0	0	0	0	0	0	0
ENSG00000115295	CLIP4	7	16	379	8	0	0	0	0	0	0	0	0
ENSG00000115297	TLX2	0	0	166	0	1	0	0	0	0	0	0	0
ENSG00000115306	SPTBN1	43	77	1155	38.5	1	1	0	0	0	0	0	0
ENSG00000115307	AUP1	4	4	232	2	0	0	0	0	0	0	0	0
ENSG00000115310	RTN4	0	2	90	1	1	0	0	0	0	0	0	0
ENSG00000115317	HTRA2	1	1	203	0.5	0	0	0	0	0	0	0	0
ENSG00000115318	LOXL3	8	38	398	19	0	0	0	0	0	0	0	0
ENSG00000115325	DOK1	0	65	264	32.5	0	0	0	0	0	0	0	0
ENSG00000115339	GALNT3	4	12	295	6	0	0	0	0	0	0	0	0
ENSG00000115350	POLE4	0	0	84	0	0	0	0	0	0	0	0	0
ENSG00000115353	TACR1	5	5	224	2.5	1	0	0	0	0	0	0	0
ENSG00000115355	CCDC88A	20	43	704	21.5	0	1	0	0	0	0	0	0
ENSG00000115361	ACADL	1	4	203	2	1	0	0	0	0	0	0	0
ENSG00000115363	EVA1A	0	2	92	1	0	0	0	0	0	0	0	0
ENSG00000115364	MRPL19	3	5	154	2.5	0	0	0	0	0	0	0	0
ENSG00000115365	LANCL1	7	10	231	5	0	0	0	0	0	0	0	0
ENSG00000115368	WDR75	8	37	376	18.5	0	0	1	0	1	0	1	0
ENSG00000115380	EFEMP1	2	4	204	2	0	1	0	0	0	0	0	0
ENSG00000115386	REG1A	0	0	97	0	0	0	0	0	0	0	0	0
ENSG00000115392	FANCL	3	9	241	4.5	1	0	0	0	0	0	0	0
ENSG00000115414	FN1	71	119	1042	59.5	1	0	0	0	0	0	0	0
ENSG00000115415	STAT1	0	0	128	0	1	1	0	0	0	0	0	0
ENSG00000115419	GLS	3	3	234	1.5	0	0	0	0	0	0	0	0
ENSG00000115421	PAPOLG	4	11	273	5.5	0	1	0	0	0	0	0	0
ENSG00000115423	DNAH6	344	1529	1892	772.875	0	0	0	0	0	0	0	0
ENSG00000115425	PECR	0	10	150	5	0	0	0	0	0	0	0	0
ENSG00000115446	UNC50	0	0	118	0	0	0	0	0	0	0	0	0
ENSG00000115457	IGFBP2	7	558	215	279.25	0	0	0	0	0	0	0	0
ENSG00000115459	ELMOD3	0	0	172	0	0	0	0	0	0	0	0	0
ENSG00000115461	IGFBP5	1	1	139	0.5	0	0	0	0	0	0	0	0
ENSG00000115464	USP34	96	317	1767	159.25	0	1	0	0	0	0	0	0
ENSG00000115468	EFHD1	0	0	160	0	0	0	0	0	0	0	0	0
ENSG00000115474	KCNJ13	0	0	151	0	0	0	0	0	0	0	0	0
ENSG00000115484	CCT4	4	6	240	3	0	1	1	1	1	0	0	0
ENSG00000115486	GGCX	12	17	341	8.5	1	0	0	0	0	0	0	0
ENSG00000115488	NEU2	6	18	261	9	0	0	0	0	0	0	1	0
ENSG00000115504	EHBP1	5	28	431	14	0	0	0	0	0	0	0	0
ENSG00000115507	OTX1	1	30	171	15	1	0	0	0	0	0	0	0
ENSG00000115514	TXNDC9	0	0	90	0	0	0	0	0	0	0	0	0
ENSG00000115520	COQ10B	1	1	122	0.5	0	0	0	0	0	0	0	0
ENSG00000115523	GNLY	1	1	91	0.5	0	0	0	0	0	0	0	0
ENSG00000115524	SF3B1	0	9	226	4.5	1	1	1	1	1	0	0	0
ENSG00000115525	ST3GAL5	1	6	196	3	0	0	0	0	0	0	0	0
ENSG00000115526	CHST10	2	104	198	77.5	0	0	0	0	0	0	0	0
ENSG00000115539	PDCL3	1	9	136	4.5	0	0	0	0	0	0	0	0
ENSG00000115540	MOB4	0	0	79	0	0	0	0	0	0	0	0	0
ENSG00000115541	HSPE1	0	0	40	0	0	0	1	1	0	0	0	0
ENSG00000115548	KDM3A	23	49	555	24.5	0	1	0	0	0	0	0	0
ENSG00000115556	PLCD4	5	20	374	10	0	0	0	0	0	0	0	0
ENSG00000115561	CHMP3	4	6	100	3	0	0	0	0	0	0	0	0
ENSG00000115568	ZNF142	68	323	851	162.75	0	0	0	0	0	0	0	0
ENSG00000115590	IL1R2	7	11	226	5.5	0	0	0	0	0	0	0	0
ENSG00000115592	PRKAG3	3	6	293	3	0	0	0	0	0	0	0	0
ENSG00000115593	SMYD1	13	40	282	20	1	0	0	0	0	0	0	0
ENSG00000115594	IL1R1	3	3	205	1.5	0	0	0	0	0	0	0	0
ENSG00000115596	WNT6	0	0	201	0	0	0	0	0	0	0	0	0
ENSG00000115598	IL1RL2	5	12	302	6	0	0	0	0	0	0	1	0
ENSG00000115602	IL1RL1	10	27	306	13.5	0	0	0	0	0	0	0	0
ENSG00000115604	IL18R1	2	2	248	1	0	0	0	0	0	0	0	0
ENSG00000115607	IL18RAP	2	8	283	4	0	0	0	0	0	0	0	0
ENSG00000115616	SLC9A2	8	8	352	4	0	0	0	0	0	0	0	0
ENSG00000115641	FHL2	1	5	151	2.5	0	0	0	0	0	0	0	0
ENSG00000115648	MLPH	20	51	327	30.75	1	0	0	0	0	0	0	0
ENSG00000115649	CNPPD1	6	9	211	4.5	0	0	0	0	0	0	0	0
ENSG00000115652	UXS1	0	6	188	3	0	0	0	0	0	0	0	0
ENSG00000115657	ABCB6	18	54	493	27	0	0	0	0	0	0	0	0
ENSG00000115661	STK16	0	0	161	0	0	0	0	0	0	0	0	0
ENSG00000115665	SLC5A7	0	0	81	0	1	0	0	0	0	0	0	0
ENSG00000115677	HDLBP	8	30	552	15	0	1	0	0	0	0	0	0
ENSG00000115685	PPP1R7	0	0	162	0	0	1	1	0	0	0	0	0
ENSG00000115687	PASK	64	384	749	193	0	0	0	0	0	0	1	0
ENSG00000115694	STK25	0	14	199	7	0	0	0	0	0	0	0	0
ENSG00000115705	TPO	38	63	597	31.5	0	0	0	0	0	0	0	0
ENSG00000115718	PROC	3	3	250	1.5	1	0	0	0	0	0	0	0
ENSG00000115738	ID2	0	0	77	0	1	0	0	0	0	0	0	0
ENSG00000115750	TAF1B	4	71	245	38.25	0	0	0	0	1	0	0	0
ENSG00000115756	HPCAL1	1	1	80	0.5	0	0	0	0	0	0	0	0
ENSG00000115758	ODC1	8	9	243	4.5	0	0	0	0	0	0	0	0
ENSG00000115760	BIRC6	116	395	2258	199.75	1	1	0	1	0	0	0	0
ENSG00000115761	NOL10	2	3	295	1.5	0	0	1	0	1	0	0	0
ENSG00000115762	PLEKHB2	1	1	108	0.5	0	0	0	0	0	0	0	0
ENSG00000115806	GORASP2	0	0	204	0	0	0	0	0	0	0	0	0
ENSG00000115808	STRN	5	7	434	3.5	0	0	0	1	0	0	0	0
ENSG00000115816	CEBPZ	8	33	602	16.5	0	0	1	0	1	0	0	0
ENSG00000115825	PRKD3	7	13	447	6.5	0	0	0	0	0	0	0	0
ENSG00000115827	DCAF17	6	8	219	4	0	0	0	0	0	0	0	0
ENSG00000115828	QPCT	0	10	245	5	0	0	0	0	0	0	0	0
ENSG00000115839	RAB3GAP1	1	5	458	2.5	0	0	0	0	0	0	0	0
ENSG00000115840	SLC25A12	5	7	279	3.5	1	0	0	0	0	0	0	0
ENSG00000115841	RMDN2	5	35	372	17.875	0	0	0	0	0	0	0	0
ENSG00000115844	DLX2	0	3	187	1.5	1	1	0	0	0	0	0	0
ENSG00000115850	LCT	29	152	843	76	0	0	0	0	0	1	1	1
ENSG00000115866	DARS1	1	24	176	12	0	0	1	0	0	0	0	0
ENSG00000115875	SRSF7	0	0	106	0	0	0	1	0	1	0	0	0
ENSG00000115884	SDC1	3	3	185	1.5	0	0	0	0	0	0	0	0
ENSG00000115896	PLCL1	0	0	59	0	0	0	0	0	0	0	0	0
ENSG00000115902	SLC1A4	0	0	72	0	0	0	0	0	0	0	0	0
ENSG00000115904	SOS1	3	3	168	1.5	1	1	0	0	0	0	0	0
ENSG00000115919	KYNU	0	0	155	0	0	0	0	0	0	0	0	0
ENSG00000115935	WIPF1	7	7	238	3.5	0	0	0	0	0	0	0	0
ENSG00000115942	ORC2	3	74	207	37.25	0	0	0	0	0	0	0	0
ENSG00000115944	COX7A2L	0	0	83	0	0	0	0	0	0	0	0	0
ENSG00000115946	PNO1	1	12	130	6	0	0	1	0	0	0	0	0
ENSG00000115947	ORC4	2	2	195	1	0	0	0	0	0	0	0	0
ENSG00000115956	PLEK	1	38	162	19	0	0	0	0	0	0	0	0
ENSG00000115963	RND3	1	13	97	6.5	1	0	0	0	0	0	0	0
ENSG00000115966	ATF2	1	1	192	0.5	0	0	0	0	0	0	0	0
ENSG00000115970	THADA	92	429	1275	217.5	0	0	0	0	0	0	1	0
ENSG00000115977	AAK1	3	4	377	2	0	1	0	0	0	0	0	0
ENSG00000115993	TRAK2	9	142	419	71	0	0	0	0	0	0	1	0
ENSG00000115998	C2orf42	8	12	261	6	0	0	0	0	0	0	0	0
ENSG00000116001	TIA1	1	1	157	0.5	1	0	0	0	0	0	0	0
ENSG00000116005	PCYOX1	0	2	265	1	0	0	0	0	0	0	0	0
ENSG00000116016	EPAS1	11	16	519	8	1	0	0	0	0	0	1	0
ENSG00000116030	SUMO1	0	0	22	0	1	0	0	0	0	0	0	0
ENSG00000116031	CD207	6	69	183	34.5	0	0	0	0	0	0	1	0
ENSG00000116035	VAX2	4	236	237	118	0	0	0	0	0	0	0	0
ENSG00000116039	ATP6V1B1	11	23	315	11.5	0	0	0	0	0	0	0	0
ENSG00000116044	NFE2L2	1	1	257	0.5	0	0	0	0	0	0	0	0
ENSG00000116062	MSH6	43	144	1006	72.25	0	0	0	0	0	0	0	0
ENSG00000116095	PLEKHA3	1	1	33	0.5	0	0	0	0	0	0	0	0
ENSG00000116096	SPR	1	1	134	0.5	0	0	0	0	0	0	0	0
ENSG00000116106	EPHA4	7	7	446	3.5	0	1	0	0	0	0	0	0
ENSG00000116117	PARD3B	0	0	66	0	0	0	0	0	0	0	0	0
ENSG00000116120	FARSB	4	9	252	4.5	0	0	1	0	1	0	0	0
ENSG00000116127	ALMS1	216	629	1888	319	0	0	0	0	0	0	0	0
ENSG00000118004	COLEC11	0	0	137	0	0	0	0	0	0	0	0	0
ENSG00000118231	CRYGD	2	2	125	1	0	0	0	0	0	0	1	0
ENSG00000118242	MREG	0	0	91	0	0	0	0	0	0	0	1	0
ENSG00000118245	TNP1	0	0	40	0	0	0	0	0	0	0	0	0
ENSG00000118246	FASTKD2	1	1	317	0.5	0	0	0	0	0	0	0	0
ENSG00000118257	NRP2	7	30	482	15	1	0	0	0	0	0	0	0
ENSG00000118260	CREB1	0	0	82	0	1	1	0	0	0	0	0	0
ENSG00000118263	KLF7	0	0	121	0	1	1	0	0	0	0	0	0
ENSG00000118640	VAMP8	0	0	55	0	1	0	0	0	0	0	0	0
ENSG00000118960	HS1BP3	3	34	230	17	0	0	0	0	0	0	0	0
ENSG00000118961	LDAH	0	14	155	7	0	0	0	0	0	0	0	0
ENSG00000118965	WDR35	20	29	527	14.5	0	0	0	0	0	0	0	0
ENSG00000118997	DNAH7	231	603	1779	310.25	0	0	0	0	0	0	1	0
ENSG00000119004	CYP20A1	2	6	201	3	0	0	0	0	0	0	0	0
ENSG00000119013	NDUFB3	1	1	39	0.5	0	0	0	0	0	0	0	0
ENSG00000119041	GTF3C3	1	3	385	1.5	0	0	0	0	0	0	0	0
ENSG00000119042	SATB2	0	0	203	0	1	1	0	0	0	0	0	0
ENSG00000119147	ECRG4	0	0	73	0	0	0	0	0	0	0	0	0
ENSG00000119185	ITGB1BP1	1	6	98	3	1	0	0	0	0	0	0	0
ENSG00000119203	CPSF3	0	3	214	1.5	0	0	1	1	1	0	0	0
ENSG00000119729	RHOQ	0	0	101	0	0	0	1	0	0	0	0	0
ENSG00000119737	GPR75	4	4	290	2	0	0	0	0	0	0	0	0
ENSG00000119760	SUPT7L	1	60	201	30	0	0	0	0	0	0	0	0
ENSG00000119771	KLHL29	16	38	460	19	0	0	0	0	0	0	0	0
ENSG00000119772	DNMT3A	5	10	345	5	1	0	0	0	0	0	0	0
ENSG00000119777	TMEM214	7	33	336	16.5	0	0	0	0	0	0	0	0
ENSG00000119778	ATAD2B	8	9	546	4.5	0	1	0	0	0	0	0	0
ENSG00000119782	FKBP1B	0	1	36	0.5	0	0	0	0	0	0	0	0
ENSG00000119787	ATL2	4	10	335	5	0	0	0	0	0	0	0	0
ENSG00000119801	YPEL5	0	0	38	0	0	0	0	0	0	0	0	0
ENSG00000119812	FAM98A	6	6	286	3	0	0	0	0	0	0	0	0
ENSG00000119820	YIPF4	0	0	120	0	0	0	0	0	0	0	0	0
ENSG00000119844	AFTPH	10	221	387	110.75	0	1	0	0	0	0	0	0
ENSG00000119862	LGALSL	0	0	85	0	0	0	0	0	0	0	0	0
ENSG00000119865	CNRIP1	1	5	90	2.5	0	0	0	0	0	0	0	0
ENSG00000119866	BCL11A	5	5	351	2.5	1	0	0	0	0	0	0	0
ENSG00000119878	CRIPT	0	0	47	0	1	0	0	0	0	0	0	0
ENSG00000119888	EPCAM	6	10	226	5	1	0	0	0	0	0	0	0
ENSG00000121152	NCAPH	8	16	325	8	0	0	1	0	0	0	0	0
ENSG00000121964	GTDC1	2	2	65	1	0	0	0	0	0	0	1	0
ENSG00000121966	CXCR4	0	0	127	0	1	0	0	0	0	0	0	0
ENSG00000121988	ZRANB3	7	41	479	20.5	0	0	0	0	0	0	1	0
ENSG00000121989	ACVR2A	2	2	135	1	1	1	0	0	0	0	0	0
ENSG00000122085	MTERF4	2	2	214	1	1	0	0	0	0	0	0	0
ENSG00000123485	HJURP	18	253	383	127.25	0	0	1	0	1	0	0	0
ENSG00000123600	METTL8	7	10	209	5	0	0	0	0	0	0	0	0
ENSG00000123607	TTC21B	14	100	664	67.5	0	0	0	0	0	0	0	0
ENSG00000123609	NMI	0	0	87	0	0	0	0	0	0	0	0	0
ENSG00000123610	TNFAIP6	0	0	82	0	0	0	0	0	0	0	0	0
ENSG00000123612	ACVR1C	0	0	206	0	0	0	0	0	0	0	0	0
ENSG00000123636	BAZ2B	54	76	986	38	0	0	0	0	0	0	0	0
ENSG00000123977	DAW1	0	1	212	0.5	0	0	0	0	0	0	0	0
ENSG00000123983	ACSL3	11	19	303	9.5	0	0	0	0	0	0	0	0
ENSG00000123989	CHPF	13	425	460	212.75	0	0	0	0	0	0	0	0
ENSG00000123992	DNPEP	2	10	280	5	0	0	0	0	0	0	0	0
ENSG00000123999	INHA	1	27	183	13.5	0	0	0	0	0	0	0	0
ENSG00000124003	MOGAT1	3	9	173	4.5	1	0	0	0	0	0	1	0
ENSG00000124006	OBSL1	139	527	1189	266.5	0	0	0	0	0	0	0	0
ENSG00000124019	FAM124B	3	3	249	1.5	0	0	0	0	0	0	0	0
ENSG00000124356	STAMBP	1	62	212	31	1	0	0	0	0	0	0	0
ENSG00000124357	NAGK	12	13	218	6.5	0	0	0	0	0	0	1	0
ENSG00000124370	MCEE	1	1	87	0.5	0	0	0	0	0	0	0	0
ENSG00000124374	PAIP2B	0	0	42	0	0	0	0	0	0	0	0	0
ENSG00000124380	SNRNP27	0	0	75	0	0	0	1	1	1	0	0	0
ENSG00000124383	MPHOSPH10	9	33	316	16.5	0	0	1	0	1	0	0	0
ENSG00000124831	LRRFIP1	7	11	434	5.5	0	0	0	0	0	0	0	0
ENSG00000124839	RAB17	1	1	131	0.5	0	0	0	0	0	0	0	0
ENSG00000125538	IL1B	0	0	111	0	0	0	0	0	0	0	0	0
ENSG00000125571	IL37	1	1	111	0.5	0	0	0	0	0	0	0	0
ENSG00000125611	CHCHD5	0	0	79	0	0	0	0	0	0	0	0	0
ENSG00000125618	PAX8	6	11	264	5.5	1	1	0	0	0	0	0	0
ENSG00000125629	INSIG2	0	0	80	0	0	0	0	0	0	0	0	0
ENSG00000125630	POLR1B	13	39	420	19.5	1	1	1	1	1	0	0	0
ENSG00000125633	CCDC93	4	5	256	2.5	0	0	0	0	0	0	0	0
ENSG00000125637	PSD4	19	51	581	25.5	0	0	0	0	0	0	0	0
ENSG00000127824	TUBA4A	0	9	159	4.5	0	0	0	0	0	0	0	0
ENSG00000127831	VIL1	14	48	433	24	0	0	0	0	0	0	0	0
ENSG00000127837	AAMP	3	5	182	2.5	0	0	1	0	0	0	0	0
ENSG00000127838	PNKD	2	2	220	1	0	0	0	0	0	0	0	0
ENSG00000128641	MYO1B	17	200	483	101.5	0	0	0	0	0	0	0	0
ENSG00000128645	HOXD1	1	1	225	0.5	0	0	0	0	0	0	0	0
ENSG00000128652	HOXD3	1	1	224	0.5	1	0	0	0	0	0	0	0
ENSG00000128654	MTX2	1	2	125	1	0	0	0	0	0	0	0	0
ENSG00000128655	PDE11A	16	17	259	8.5	0	0	0	0	0	0	1	0
ENSG00000128656	CHN1	1	1	199	0.5	0	0	0	0	0	0	0	0
ENSG00000128683	GAD1	1	1	231	0.5	1	0	0	0	0	0	0	0
ENSG00000128694	OSGEPL1	2	8	150	4	0	0	0	0	0	0	0	0
ENSG00000128699	ORMDL1	0	0	66	0	0	0	0	0	0	0	0	0
ENSG00000128708	HAT1	0	3	147	1.5	0	0	0	0	0	0	0	0
ENSG00000128709	HOXD9	6	7	222	3.5	0	0	0	0	0	0	0	0
ENSG00000128710	HOXD10	4	4	164	2	0	0	0	0	0	0	0	0
ENSG00000128713	HOXD11	4	6	272	3	1	0	0	0	0	0	0	0
ENSG00000128714	HOXD13	1	6	244	3	1	0	0	0	0	0	0	0
ENSG00000130147	SH3BP4	35	100	523	50	0	0	0	0	0	0	0	0
ENSG00000130294	KIF1A	52	212	699	108.5	1	1	0	0	0	0	0	0
ENSG00000130414	NDUFA10	0	0	33	0	0	0	0	0	0	0	0	0
ENSG00000130508	PXDN	36	200	882	100.25	0	0	0	0	0	0	0	0
ENSG00000130561	SAG	4	11	219	6.25	0	0	0	0	0	0	0	0
ENSG00000132031	MATN3	0	0	35	0	0	0	0	0	0	0	0	0
ENSG00000132300	PTCD3	7	345	368	173.25	0	0	0	0	0	0	0	0
ENSG00000132305	IMMT	2	16	335	8	0	0	0	0	0	0	0	0
ENSG00000132313	MRPL35	1	1	101	0.5	0	0	0	0	0	0	0	0
ENSG00000132321	IQCA1	6	9	385	4.5	0	0	0	0	0	0	0	0
ENSG00000132323	ILKAP	0	0	177	0	0	0	0	0	0	0	0	0
ENSG00000132326	PER2	23	111	655	56	0	0	0	0	0	0	0	0
ENSG00000132329	RAMP1	1	1	96	0.5	0	0	0	0	0	0	0	0
ENSG00000132330	SCLY	9	37	253	18.5	0	0	0	0	0	0	0	0
ENSG00000134308	YWHAQ	0	1	98	0.5	1	0	0	0	0	0	0	0
ENSG00000134313	KIDINS220	50	99	763	50.25	1	0	0	0	0	0	0	0
ENSG00000134317	GRHL1	3	10	263	5	0	0	0	0	0	0	0	0
ENSG00000134318	ROCK2	10	10	458	5	1	1	0	0	0	0	0	0
ENSG00000134321	RSAD2	0	0	195	0	0	0	0	0	0	0	1	0
ENSG00000134323	MYCN	2	2	295	1	1	0	0	0	0	0	0	0
